#
# Class "hotel_db#reservation"
#
@w4hotelReservationNumber|w4hotelReservationState|w4hotelReservationDate|w4hotelReservationClient|w4hotelReservationCheckIn|w4hotelReservationCheckOut|w4hotelReservationNights|w4hotelReservationEstablishment|w4hotelCurrentReservationRooms|w4hotelReservationAdults|w4hotelReservationChildren|w4hotelReservationRooms
1406|2|24/07/2011 00:00:00|1000|27/07/2011 00:00:00|30/07/2011 00:00:00|3|1010|~1105~1109~|1|2|~1105~1109~
1407|2|17/01/2012 00:00:00|1053|17/01/2012 00:00:00|20/01/2012 00:00:00|3|1005|~1058~|1|0|~1058~
1408|2|05/10/2011 00:00:00|1030|06/10/2011 00:00:00|10/10/2011 00:00:00|4|1007|~1072~1079~|2|2|~1072~1079~
1409|2|28/10/2011 00:00:00|1066|03/11/2011 00:00:00|04/11/2011 00:00:00|1|1010|~1107~|1|0|~1107~
1410|2|31/01/2012 00:00:00|1017|06/02/2012 00:00:00|10/02/2012 00:00:00|4|1010|~1106~|1|0|~1106~
1411|0|09/03/2012 00:00:00|1033|12/03/2012 00:00:00|16/03/2012 00:00:00|4|1005|~1050~|2|0|~1050~
1412|0|06/03/2012 00:00:00|1063|06/03/2012 00:00:00|13/03/2012 00:00:00|7|1010|~1100~|2|0|~1100~
1413|2|24/10/2011 00:00:00|1077|02/11/2011 00:00:00|04/11/2011 00:00:00|2|1007|~1075~|2|0|~1075~
1414|1|24/02/2012 00:00:00|1027|28/02/2012 00:00:00|01/03/2012 00:00:00|1|1005|~1052~1057~|1|1|~1052~1057~
1415|2|16/01/2012 00:00:00|1004|16/01/2012 00:00:00|19/01/2012 00:00:00|3|1000|~1005~|1|0|~1005~
1416|2|25/12/2011 00:00:00|1011|26/12/2011 00:00:00|30/12/2011 00:00:00|4|1005|~1053~1054~|2|1|~1053~1054~
1417|2|04/01/2012 00:00:00|1064|05/01/2012 00:00:00|09/01/2012 00:00:00|4|1010|~1105~|1|0|~1105~
1418|2|08/12/2011 00:00:00|1014|11/12/2011 00:00:00|15/12/2011 00:00:00|4|1005|~1055~|1|0|~1055~
1419|2|05/01/2012 00:00:00|1005|11/01/2012 00:00:00|18/01/2012 00:00:00|7|1003|~1036~1038~|1|2|~1036~1038~
1420|2|17/11/2011 00:00:00|1084|17/11/2011 00:00:00|20/11/2011 00:00:00|3|1007|~1076~|1|0|~1076~
1421|2|24/09/2011 00:00:00|1060|27/09/2011 00:00:00|29/09/2011 00:00:00|2|1002|~1025~|1|0|~1025~
1422|2|09/08/2011 00:00:00|1052|10/08/2011 00:00:00|11/08/2011 00:00:00|1|1007|~1073~1077~|2|1|~1073~1077~
1423|2|29/01/2012 00:00:00|1080|29/01/2012 00:00:00|04/02/2012 00:00:00|6|1000|~1008~|2|0|~1008~
1424|2|11/10/2011 00:00:00|1048|17/10/2011 00:00:00|19/10/2011 00:00:00|2|1007|~1070~|1|0|~1070~
1425|2|19/08/2011 00:00:00|1057|23/08/2011 00:00:00|30/08/2011 00:00:00|7|1006|~1060~|2|0|~1060~
1426|2|16/08/2011 00:00:00|1022|18/08/2011 00:00:00|21/08/2011 00:00:00|3|1003|~1039~|2|0|~1039~
1427|2|30/08/2011 00:00:00|1074|08/09/2011 00:00:00|11/09/2011 00:00:00|3|1003|~1039~|2|0|~1039~
1428|0|19/02/2012 00:00:00|1089|23/02/2012 00:00:00|24/02/2012 00:00:00|1|1003|~1035~1033~|2|1|~1035~1033~
1429|0|22/02/2012 00:00:00|1017|22/02/2012 00:00:00|25/02/2012 00:00:00|3|1005|~1055~1058~|1|1|~1055~1058~
1430|2|13/01/2012 00:00:00|1066|21/01/2012 00:00:00|28/01/2012 00:00:00|7|1006|~1069~|2|0|~1069~
1431|0|09/02/2012 00:00:00|1083|13/02/2012 00:00:00|15/02/2012 00:00:00|2|1010|~1107~1108~|1|1|~1107~1108~
1432|2|14/10/2011 00:00:00|1046|15/10/2011 00:00:00|19/10/2011 00:00:00|4|1003|~1037~1033~|2|2|~1037~1033~
1433|2|19/12/2011 00:00:00|1024|23/12/2011 00:00:00|25/12/2011 00:00:00|2|1008|~1088~|2|0|~1088~
1434|2|07/08/2011 00:00:00|1010|09/08/2011 00:00:00|15/08/2011 00:00:00|6|1000|~1001~|2|0|~1001~
1435|2|26/01/2012 00:00:00|1087|04/02/2012 00:00:00|07/02/2012 00:00:00|3|1010|~1102~|2|0|~1102~
1436|2|20/10/2011 00:00:00|1007|23/10/2011 00:00:00|27/10/2011 00:00:00|4|1004|~1045~1040~|2|1|~1045~1040~
1437|2|20/09/2011 00:00:00|1086|29/09/2011 00:00:00|02/10/2011 00:00:00|3|1004|~1048~1040~|2|2|~1048~1040~
1438|2|24/10/2011 00:00:00|1071|27/10/2011 00:00:00|01/11/2011 00:00:00|5|1003|~1037~1030~|2|2|~1037~1030~
1439|2|10/10/2011 00:00:00|1085|11/10/2011 00:00:00|13/10/2011 00:00:00|2|1003|~1035~|2|0|~1035~
1440|2|26/08/2011 00:00:00|1018|26/08/2011 00:00:00|29/08/2011 00:00:00|3|1001|~1012~|1|0|~1012~
1441|2|10/01/2012 00:00:00|1030|10/01/2012 00:00:00|12/01/2012 00:00:00|2|1010|~1109~|1|0|~1109~
1442|2|07/08/2011 00:00:00|1002|09/08/2011 00:00:00|10/08/2011 00:00:00|1|1005|~1052~|1|0|~1052~
1443|2|01/11/2011 00:00:00|1086|02/11/2011 00:00:00|04/11/2011 00:00:00|2|1000|~1005~|2|0|~1005~
1444|2|16/11/2011 00:00:00|1073|20/11/2011 00:00:00|25/11/2011 00:00:00|5|1004|~1042~|1|0|~1042~
1445|2|16/09/2011 00:00:00|1092|20/09/2011 00:00:00|27/09/2011 00:00:00|7|1007|~1072~|1|0|~1072~
1446|2|11/08/2011 00:00:00|1023|17/08/2011 00:00:00|18/08/2011 00:00:00|1|1010|~1106~|1|0|~1106~
1447|2|21/11/2011 00:00:00|1024|29/11/2011 00:00:00|04/12/2011 00:00:00|5|1009|~1098~|1|0|~1098~
1448|2|28/01/2012 00:00:00|1004|04/02/2012 00:00:00|08/02/2012 00:00:00|4|1001|~1011~1016~|2|2|~1011~1016~
1449|2|11/10/2011 00:00:00|1071|17/10/2011 00:00:00|23/10/2011 00:00:00|6|1009|~1094~|2|0|~1094~
1450|2|30/01/2012 00:00:00|1027|07/02/2012 00:00:00|08/02/2012 00:00:00|1|1003|~1030~|2|0|~1030~
1451|2|11/01/2012 00:00:00|1075|15/01/2012 00:00:00|16/01/2012 00:00:00|1|1005|~1051~|1|0|~1051~
1452|2|24/01/2012 00:00:00|1049|30/01/2012 00:00:00|05/02/2012 00:00:00|6|1009|~1093~|1|0|~1093~
1453|1|11/02/2012 00:00:00|1017|12/02/2012 00:00:00|17/02/2012 00:00:00|5|1009|~1091~1096~|1|2|~1091~1096~
1454|2|06/11/2011 00:00:00|1029|13/11/2011 00:00:00|20/11/2011 00:00:00|7|1002|~1027~|2|0|~1027~
1455|0|19/02/2012 00:00:00|1095|22/02/2012 00:00:00|23/02/2012 00:00:00|1|1005|~1051~|1|0|~1051~
1456|2|29/08/2011 00:00:00|1039|03/09/2011 00:00:00|06/09/2011 00:00:00|3|1001|~1016~|2|0|~1016~
1457|1|20/02/2012 00:00:00|1004|25/02/2012 00:00:00|26/02/2012 00:00:00|1|1010|~1106~|1|0|~1106~
1458|0|15/03/2012 00:00:00|1036|17/03/2012 00:00:00|23/03/2012 00:00:00|6|1005|~1055~|2|0|~1055~
1459|1|15/02/2012 00:00:00|1068|20/02/2012 00:00:00|24/02/2012 00:00:00|4|1009|~1099~|1|0|~1099~
1460|0|11/02/2012 00:00:00|1022|11/02/2012 00:00:00|14/02/2012 00:00:00|3|1003|~1037~|1|0|~1037~
1461|2|03/10/2011 00:00:00|1057|07/10/2011 00:00:00|14/10/2011 00:00:00|7|1007|~1073~|1|0|~1073~
1462|2|20/08/2011 00:00:00|1000|25/08/2011 00:00:00|30/08/2011 00:00:00|5|1007|~1077~|2|0|~1077~
1463|0|19/02/2012 00:00:00|1013|27/02/2012 00:00:00|05/03/2012 00:00:00|6|1004|~1049~|2|0|~1049~
1464|2|03/12/2011 00:00:00|1069|10/12/2011 00:00:00|17/12/2011 00:00:00|7|1000|~1001~|2|0|~1001~
1465|2|20/10/2011 00:00:00|1045|23/10/2011 00:00:00|26/10/2011 00:00:00|3|1004|~1047~|1|0|~1047~
1466|2|11/12/2011 00:00:00|1082|11/12/2011 00:00:00|17/12/2011 00:00:00|6|1006|~1067~|1|0|~1067~
1467|2|20/10/2011 00:00:00|1065|23/10/2011 00:00:00|28/10/2011 00:00:00|5|1000|~1005~|2|0|~1005~
1468|2|20/08/2011 00:00:00|1065|20/08/2011 00:00:00|25/08/2011 00:00:00|5|1000|~1001~1009~|2|2|~1001~1009~
1469|2|05/12/2011 00:00:00|1068|07/12/2011 00:00:00|08/12/2011 00:00:00|1|1004|~1047~|1|0|~1047~
1470|2|30/12/2011 00:00:00|1007|04/01/2012 00:00:00|09/01/2012 00:00:00|5|1004|~1047~|2|0|~1047~
1471|2|20/07/2011 00:00:00|1079|29/07/2011 00:00:00|03/08/2011 00:00:00|5|1008|~1083~|1|0|~1083~
1472|2|26/09/2011 00:00:00|1005|30/09/2011 00:00:00|07/10/2011 00:00:00|7|1002|~1024~1025~|1|2|~1024~1025~
1473|2|18/11/2011 00:00:00|1075|22/11/2011 00:00:00|23/11/2011 00:00:00|1|1008|~1089~|1|0|~1089~
1474|2|03/11/2011 00:00:00|1008|09/11/2011 00:00:00|14/11/2011 00:00:00|5|1000|~1000~|2|0|~1000~
1475|2|21/07/2011 00:00:00|1029|27/07/2011 00:00:00|30/07/2011 00:00:00|3|1003|~1032~1034~|1|2|~1032~1034~
1476|2|02/02/2012 00:00:00|1032|11/02/2012 00:00:00|18/02/2012 00:00:00|7|1000|~1006~1002~|2|1|~1006~1002~
1477|2|21/11/2011 00:00:00|1040|25/11/2011 00:00:00|26/11/2011 00:00:00|1|1007|~1074~1078~|1|2|~1074~1078~
1478|1|06/02/2012 00:00:00|1036|13/02/2012 00:00:00|19/02/2012 00:00:00|6|1004|~1049~|1|0|~1049~
1479|2|01/12/2011 00:00:00|1053|04/12/2011 00:00:00|10/12/2011 00:00:00|6|1007|~1075~|2|0|~1075~
1480|2|29/12/2011 00:00:00|1043|31/12/2011 00:00:00|07/01/2012 00:00:00|7|1009|~1099~|2|0|~1099~
1481|2|06/09/2011 00:00:00|1048|09/09/2011 00:00:00|16/09/2011 00:00:00|7|1003|~1032~|1|0|~1032~
1482|2|11/12/2011 00:00:00|1017|18/12/2011 00:00:00|22/12/2011 00:00:00|4|1004|~1045~|2|0|~1045~
1483|2|20/10/2011 00:00:00|1089|24/10/2011 00:00:00|25/10/2011 00:00:00|1|1008|~1086~|2|0|~1086~
1484|2|01/09/2011 00:00:00|1015|08/09/2011 00:00:00|12/09/2011 00:00:00|4|1003|~1037~1031~|1|2|~1037~1031~
1485|2|30/10/2011 00:00:00|1071|07/11/2011 00:00:00|14/11/2011 00:00:00|7|1001|~1012~|1|0|~1012~
1486|2|03/08/2011 00:00:00|1014|04/08/2011 00:00:00|05/08/2011 00:00:00|1|1006|~1060~|1|0|~1060~
1487|0|18/02/2012 00:00:00|1055|25/02/2012 00:00:00|02/03/2012 00:00:00|5|1009|~1097~|2|0|~1097~
1488|2|02/02/2012 00:00:00|1057|03/02/2012 00:00:00|10/02/2012 00:00:00|7|1008|~1080~|2|0|~1080~
1489|2|14/01/2012 00:00:00|1073|22/01/2012 00:00:00|24/01/2012 00:00:00|2|1004|~1044~|1|0|~1044~
1490|2|24/10/2011 00:00:00|1086|30/10/2011 00:00:00|04/11/2011 00:00:00|5|1009|~1099~|2|0|~1099~
1491|2|11/11/2011 00:00:00|1070|13/11/2011 00:00:00|20/11/2011 00:00:00|7|1001|~1011~|2|0|~1011~
1492|2|17/08/2011 00:00:00|1093|24/08/2011 00:00:00|29/08/2011 00:00:00|5|1005|~1050~|1|0|~1050~
1493|2|22/11/2011 00:00:00|1075|26/11/2011 00:00:00|02/12/2011 00:00:00|6|1008|~1088~|1|0|~1088~
1494|2|19/11/2011 00:00:00|1089|25/11/2011 00:00:00|02/12/2011 00:00:00|7|1000|~1007~1003~|1|1|~1007~1003~
1495|2|10/09/2011 00:00:00|1059|15/09/2011 00:00:00|16/09/2011 00:00:00|1|1000|~1003~|2|0|~1003~
1496|2|06/08/2011 00:00:00|1086|08/08/2011 00:00:00|09/08/2011 00:00:00|1|1008|~1084~|1|0|~1084~
1497|0|07/02/2012 00:00:00|1048|11/02/2012 00:00:00|14/02/2012 00:00:00|3|1001|~1017~|2|0|~1017~
1498|2|12/09/2011 00:00:00|1064|19/09/2011 00:00:00|20/09/2011 00:00:00|1|1003|~1031~|2|0|~1031~
1499|2|10/12/2011 00:00:00|1059|17/12/2011 00:00:00|20/12/2011 00:00:00|3|1005|~1059~|1|0|~1059~
1500|0|08/02/2012 00:00:00|1085|11/02/2012 00:00:00|13/02/2012 00:00:00|2|1002|~1023~1026~|2|1|~1023~1026~
1501|2|02/08/2011 00:00:00|1066|11/08/2011 00:00:00|16/08/2011 00:00:00|5|1000|~1002~|1|0|~1002~
1502|2|05/10/2011 00:00:00|1049|11/10/2011 00:00:00|15/10/2011 00:00:00|4|1010|~1109~1103~|2|1|~1109~1103~
1503|2|05/02/2012 00:00:00|1056|11/02/2012 00:00:00|16/02/2012 00:00:00|5|1005|~1050~|2|0|~1050~
1504|0|12/03/2012 00:00:00|1040|15/03/2012 00:00:00|16/03/2012 00:00:00|1|1004|~1049~|2|0|~1049~
1505|2|12/12/2011 00:00:00|1014|17/12/2011 00:00:00|18/12/2011 00:00:00|1|1009|~1098~|1|0|~1098~
1506|2|19/11/2011 00:00:00|1087|22/11/2011 00:00:00|24/11/2011 00:00:00|2|1001|~1012~|2|0|~1012~
1507|2|08/09/2011 00:00:00|1055|12/09/2011 00:00:00|15/09/2011 00:00:00|3|1003|~1038~|1|0|~1038~
1508|0|15/03/2012 00:00:00|1071|18/03/2012 00:00:00|20/03/2012 00:00:00|2|1009|~1092~|1|0|~1092~
1509|2|17/10/2011 00:00:00|1046|20/10/2011 00:00:00|24/10/2011 00:00:00|4|1005|~1058~1054~|2|2|~1058~1054~
1510|2|27/09/2011 00:00:00|1004|30/09/2011 00:00:00|02/10/2011 00:00:00|2|1004|~1047~|1|0|~1047~
1511|0|12/03/2012 00:00:00|1067|18/03/2012 00:00:00|23/03/2012 00:00:00|5|1007|~1073~|2|0|~1073~
1512|2|22/01/2012 00:00:00|1025|31/01/2012 00:00:00|06/02/2012 00:00:00|6|1007|~1077~1073~|1|2|~1077~1073~
1513|2|24/11/2011 00:00:00|1000|27/11/2011 00:00:00|01/12/2011 00:00:00|4|1007|~1074~|1|0|~1074~
1514|2|27/12/2011 00:00:00|1063|29/12/2011 00:00:00|03/01/2012 00:00:00|5|1003|~1038~1037~|1|2|~1038~1037~
1515|2|25/11/2011 00:00:00|1014|29/11/2011 00:00:00|06/12/2011 00:00:00|7|1001|~1015~|1|0|~1015~
1516|0|21/03/2012 00:00:00|1079|21/03/2012 00:00:00|23/03/2012 00:00:00|2|1010|~1104~|2|0|~1104~
1517|2|08/08/2011 00:00:00|1010|16/08/2011 00:00:00|21/08/2011 00:00:00|5|1003|~1034~|2|0|~1034~
1518|2|11/01/2012 00:00:00|1065|13/01/2012 00:00:00|14/01/2012 00:00:00|1|1009|~1095~|2|0|~1095~
1519|2|02/01/2012 00:00:00|1072|06/01/2012 00:00:00|07/01/2012 00:00:00|1|1000|~1005~|2|0|~1005~
1520|2|07/01/2012 00:00:00|1079|12/01/2012 00:00:00|17/01/2012 00:00:00|5|1007|~1075~1072~|2|2|~1075~1072~
1521|2|09/01/2012 00:00:00|1058|11/01/2012 00:00:00|12/01/2012 00:00:00|1|1010|~1104~|1|0|~1104~
1522|2|01/12/2011 00:00:00|1019|10/12/2011 00:00:00|11/12/2011 00:00:00|1|1009|~1097~|1|0|~1097~
1523|2|08/09/2011 00:00:00|1086|12/09/2011 00:00:00|15/09/2011 00:00:00|3|1003|~1039~|1|0|~1039~
1524|2|30/07/2011 00:00:00|1060|03/08/2011 00:00:00|04/08/2011 00:00:00|1|1000|~1003~|2|0|~1003~
1525|0|07/02/2012 00:00:00|1004|15/02/2012 00:00:00|19/02/2012 00:00:00|4|1000|~1008~|2|0|~1008~
1526|2|27/08/2011 00:00:00|1093|30/08/2011 00:00:00|01/09/2011 00:00:00|2|1005|~1054~1059~|1|2|~1054~1059~
1527|2|23/09/2011 00:00:00|1087|26/09/2011 00:00:00|29/09/2011 00:00:00|3|1000|~1009~|1|0|~1009~
1528|2|23/01/2012 00:00:00|1037|25/01/2012 00:00:00|27/01/2012 00:00:00|2|1008|~1080~|2|0|~1080~
1529|2|05/01/2012 00:00:00|1072|08/01/2012 00:00:00|09/01/2012 00:00:00|1|1003|~1035~|1|0|~1035~
1530|2|19/08/2011 00:00:00|1078|25/08/2011 00:00:00|30/08/2011 00:00:00|5|1000|~1008~1009~|1|1|~1008~1009~
1531|0|22/03/2012 00:00:00|1063|22/03/2012 00:00:00|23/03/2012 00:00:00|1|1004|~1042~|2|0|~1042~
1532|2|10/09/2011 00:00:00|1000|19/09/2011 00:00:00|22/09/2011 00:00:00|3|1003|~1035~|1|0|~1035~
1533|2|01/09/2011 00:00:00|1008|02/09/2011 00:00:00|03/09/2011 00:00:00|1|1006|~1063~1068~|2|1|~1063~1068~
1534|2|24/09/2011 00:00:00|1031|28/09/2011 00:00:00|02/10/2011 00:00:00|4|1007|~1070~1075~|2|2|~1070~1075~
1535|2|27/07/2011 00:00:00|1024|28/07/2011 00:00:00|03/08/2011 00:00:00|6|1002|~1022~|1|0|~1022~
1536|2|08/11/2011 00:00:00|1074|15/11/2011 00:00:00|17/11/2011 00:00:00|2|1000|~1006~|1|0|~1006~
1537|0|01/03/2012 00:00:00|1016|08/03/2012 00:00:00|11/03/2012 00:00:00|3|1004|~1046~1048~|1|2|~1046~1048~
1538|2|25/07/2011 00:00:00|1033|27/07/2011 00:00:00|28/07/2011 00:00:00|1|1002|~1029~1024~|2|1|~1029~1024~
1539|2|06/12/2011 00:00:00|1008|06/12/2011 00:00:00|11/12/2011 00:00:00|5|1004|~1045~|2|0|~1045~
1540|0|11/03/2012 00:00:00|1014|13/03/2012 00:00:00|16/03/2012 00:00:00|3|1003|~1032~|1|0|~1032~
1541|2|04/12/2011 00:00:00|1008|13/12/2011 00:00:00|15/12/2011 00:00:00|2|1007|~1072~|1|0|~1072~
1542|2|26/11/2011 00:00:00|1094|27/11/2011 00:00:00|02/12/2011 00:00:00|5|1003|~1037~|2|0|~1037~
1543|1|25/02/2012 00:00:00|1058|01/03/2012 00:00:00|08/03/2012 00:00:00|7|1005|~1053~|2|0|~1053~
1544|2|19/12/2011 00:00:00|1061|19/12/2011 00:00:00|22/12/2011 00:00:00|3|1006|~1060~|1|0|~1060~
1545|2|26/09/2011 00:00:00|1088|30/09/2011 00:00:00|05/10/2011 00:00:00|5|1010|~1109~|1|0|~1109~
1546|2|10/08/2011 00:00:00|1090|16/08/2011 00:00:00|23/08/2011 00:00:00|7|1009|~1097~1096~|2|1|~1097~1096~
1547|2|01/08/2011 00:00:00|1003|10/08/2011 00:00:00|12/08/2011 00:00:00|2|1004|~1047~1048~|2|2|~1047~1048~
1548|2|04/01/2012 00:00:00|1099|05/01/2012 00:00:00|06/01/2012 00:00:00|1|1007|~1074~|1|0|~1074~
1549|2|01/12/2011 00:00:00|1024|06/12/2011 00:00:00|11/12/2011 00:00:00|5|1004|~1044~1046~|2|2|~1044~1046~
1550|2|07/11/2011 00:00:00|1089|15/11/2011 00:00:00|18/11/2011 00:00:00|3|1001|~1010~|2|0|~1010~
1551|2|15/09/2011 00:00:00|1049|17/09/2011 00:00:00|22/09/2011 00:00:00|5|1004|~1046~1040~|2|1|~1046~1040~
1552|2|18/01/2012 00:00:00|1013|20/01/2012 00:00:00|22/01/2012 00:00:00|2|1009|~1091~|2|0|~1091~
1553|0|03/03/2012 00:00:00|1082|05/03/2012 00:00:00|06/03/2012 00:00:00|1|1003|~1038~|2|0|~1038~
1554|2|27/10/2011 00:00:00|1018|03/11/2011 00:00:00|08/11/2011 00:00:00|5|1005|~1056~1050~|1|1|~1056~1050~
1555|2|16/10/2011 00:00:00|1089|18/10/2011 00:00:00|23/10/2011 00:00:00|5|1006|~1061~|2|0|~1061~
1556|2|10/10/2011 00:00:00|1041|19/10/2011 00:00:00|26/10/2011 00:00:00|7|1001|~1013~|1|0|~1013~
1557|2|01/08/2011 00:00:00|1058|07/08/2011 00:00:00|11/08/2011 00:00:00|4|1003|~1030~1036~|1|2|~1030~1036~
1558|2|18/11/2011 00:00:00|1084|20/11/2011 00:00:00|22/11/2011 00:00:00|2|1000|~1007~|1|0|~1007~
1559|2|08/10/2011 00:00:00|1084|13/10/2011 00:00:00|16/10/2011 00:00:00|3|1000|~1000~1006~|1|2|~1000~1006~
1560|2|23/08/2011 00:00:00|1002|31/08/2011 00:00:00|02/09/2011 00:00:00|2|1003|~1034~|2|0|~1034~
1561|2|06/08/2011 00:00:00|1083|09/08/2011 00:00:00|14/08/2011 00:00:00|5|1008|~1089~|2|0|~1089~
1562|0|18/02/2012 00:00:00|1017|20/02/2012 00:00:00|26/02/2012 00:00:00|6|1002|~1028~|2|0|~1028~
1563|2|10/08/2011 00:00:00|1004|11/08/2011 00:00:00|16/08/2011 00:00:00|5|1000|~1009~|1|0|~1009~
1564|2|08/08/2011 00:00:00|1099|10/08/2011 00:00:00|12/08/2011 00:00:00|2|1008|~1086~1080~|2|1|~1086~1080~
1565|2|02/08/2011 00:00:00|1024|03/08/2011 00:00:00|08/08/2011 00:00:00|5|1005|~1057~1058~|2|2|~1057~1058~
1566|2|26/10/2011 00:00:00|1076|28/10/2011 00:00:00|30/10/2011 00:00:00|2|1009|~1097~|1|0|~1097~
1567|2|13/01/2012 00:00:00|1055|14/01/2012 00:00:00|17/01/2012 00:00:00|3|1009|~1090~|1|0|~1090~
1568|2|06/11/2011 00:00:00|1048|10/11/2011 00:00:00|14/11/2011 00:00:00|4|1007|~1074~1072~|1|1|~1074~1072~
1569|2|08/09/2011 00:00:00|1089|10/09/2011 00:00:00|14/09/2011 00:00:00|4|1001|~1018~1015~|2|2|~1018~1015~
1570|2|29/01/2012 00:00:00|1043|01/02/2012 00:00:00|03/02/2012 00:00:00|2|1002|~1022~|1|0|~1022~
1571|2|11/11/2011 00:00:00|1055|20/11/2011 00:00:00|23/11/2011 00:00:00|3|1003|~1031~|2|0|~1031~
1572|2|01/08/2011 00:00:00|1084|03/08/2011 00:00:00|10/08/2011 00:00:00|7|1002|~1027~|1|0|~1027~
1573|2|09/08/2011 00:00:00|1017|13/08/2011 00:00:00|18/08/2011 00:00:00|5|1006|~1061~|1|0|~1061~
1574|2|18/10/2011 00:00:00|1032|27/10/2011 00:00:00|28/10/2011 00:00:00|1|1005|~1052~|1|0|~1052~
1575|2|20/11/2011 00:00:00|1060|24/11/2011 00:00:00|30/11/2011 00:00:00|6|1003|~1033~|2|0|~1033~
1576|2|01/11/2011 00:00:00|1074|03/11/2011 00:00:00|06/11/2011 00:00:00|3|1002|~1028~|1|0|~1028~
1577|0|28/02/2012 00:00:00|1021|09/03/2012 00:00:00|13/03/2012 00:00:00|4|1009|~1091~|1|0|~1091~
1578|2|09/01/2012 00:00:00|1061|13/01/2012 00:00:00|20/01/2012 00:00:00|7|1009|~1096~|1|0|~1096~
1579|0|08/03/2012 00:00:00|1047|10/03/2012 00:00:00|16/03/2012 00:00:00|6|1005|~1058~|1|0|~1058~
1580|2|08/11/2011 00:00:00|1030|10/11/2011 00:00:00|15/11/2011 00:00:00|5|1004|~1047~|1|0|~1047~
1581|2|20/09/2011 00:00:00|1097|23/09/2011 00:00:00|30/09/2011 00:00:00|7|1010|~1101~|1|0|~1101~
1582|1|09/02/2012 00:00:00|1073|13/02/2012 00:00:00|14/02/2012 00:00:00|1|1003|~1039~|2|0|~1039~
1583|2|14/11/2011 00:00:00|1015|14/11/2011 00:00:00|16/11/2011 00:00:00|2|1000|~1000~1004~|1|2|~1000~1004~
1584|1|20/02/2012 00:00:00|1021|01/03/2012 00:00:00|02/03/2012 00:00:00|1|1003|~1031~|1|0|~1031~
1585|2|25/10/2011 00:00:00|1089|25/10/2011 00:00:00|26/10/2011 00:00:00|1|1007|~1074~|1|0|~1074~
1586|0|04/03/2012 00:00:00|1028|10/03/2012 00:00:00|14/03/2012 00:00:00|4|1007|~1077~|2|0|~1077~
1587|2|19/01/2012 00:00:00|1061|26/01/2012 00:00:00|01/02/2012 00:00:00|6|1002|~1029~|1|0|~1029~
1588|0|05/03/2012 00:00:00|1015|13/03/2012 00:00:00|16/03/2012 00:00:00|3|1000|~1002~1000~|2|2|~1002~1000~
1589|0|16/03/2012 00:00:00|1000|19/03/2012 00:00:00|23/03/2012 00:00:00|4|1005|~1056~|2|0|~1056~
1590|2|30/10/2011 00:00:00|1057|04/11/2011 00:00:00|09/11/2011 00:00:00|5|1006|~1066~|2|0|~1066~
1591|2|02/08/2011 00:00:00|1088|09/08/2011 00:00:00|15/08/2011 00:00:00|6|1001|~1017~|1|0|~1017~
1592|2|16/11/2011 00:00:00|1059|17/11/2011 00:00:00|22/11/2011 00:00:00|5|1003|~1035~|1|0|~1035~
1593|0|21/03/2012 00:00:00|1087|22/03/2012 00:00:00|23/03/2012 00:00:00|1|1008|~1085~|1|0|~1085~
1594|2|20/10/2011 00:00:00|1024|22/10/2011 00:00:00|23/10/2011 00:00:00|1|1000|~1002~|1|0|~1002~
1595|2|25/09/2011 00:00:00|1031|26/09/2011 00:00:00|28/09/2011 00:00:00|2|1003|~1034~|2|0|~1034~
1596|2|08/10/2011 00:00:00|1057|08/10/2011 00:00:00|09/10/2011 00:00:00|1|1002|~1025~1020~|2|2|~1025~1020~
1597|2|21/09/2011 00:00:00|1005|27/09/2011 00:00:00|29/09/2011 00:00:00|2|1001|~1019~1012~|2|2|~1019~1012~
1598|2|24/12/2011 00:00:00|1058|24/12/2011 00:00:00|26/12/2011 00:00:00|2|1008|~1082~|2|0|~1082~
1599|2|02/09/2011 00:00:00|1026|09/09/2011 00:00:00|13/09/2011 00:00:00|4|1008|~1083~|1|0|~1083~
1600|2|26/11/2011 00:00:00|1091|04/12/2011 00:00:00|06/12/2011 00:00:00|2|1002|~1022~|2|0|~1022~
1601|2|31/12/2011 00:00:00|1083|01/01/2012 00:00:00|08/01/2012 00:00:00|7|1001|~1013~|1|0|~1013~
1602|2|24/10/2011 00:00:00|1059|28/10/2011 00:00:00|31/10/2011 00:00:00|3|1000|~1003~|2|0|~1003~
1603|2|09/08/2011 00:00:00|1046|16/08/2011 00:00:00|23/08/2011 00:00:00|7|1006|~1062~|1|0|~1062~
1604|0|20/02/2012 00:00:00|1014|27/02/2012 00:00:00|02/03/2012 00:00:00|3|1002|~1020~|1|0|~1020~
1605|0|21/02/2012 00:00:00|1030|23/02/2012 00:00:00|24/02/2012 00:00:00|1|1000|~1007~|2|0|~1007~
1606|2|20/09/2011 00:00:00|1001|25/09/2011 00:00:00|01/10/2011 00:00:00|6|1004|~1049~1042~|2|1|~1049~1042~
1607|0|15/02/2012 00:00:00|1084|19/02/2012 00:00:00|25/02/2012 00:00:00|6|1002|~1027~1025~|1|1|~1027~1025~
1608|2|19/10/2011 00:00:00|1051|21/10/2011 00:00:00|27/10/2011 00:00:00|6|1007|~1072~|2|0|~1072~
1609|1|15/02/2012 00:00:00|1032|16/02/2012 00:00:00|22/02/2012 00:00:00|6|1004|~1042~|2|0|~1042~
